,pred,id
0,3,2719
1,3,2720
2,3,2721
3,3,2722
4,3,2723
5,3,2724
6,3,2725
7,3,2726
8,3,2727
9,3,2728
10,3,2729
11,3,2730
12,3,2731
13,3,2732
14,3,2733
15,3,2734
16,3,2735
17,3,2736
18,3,2737
19,3,2738
20,3,2739
21,3,2740
22,3,2741
23,3,2742
24,3,2743
25,3,2744
26,3,2745
27,3,2746
28,3,2747
29,3,2748
30,3,2749
31,3,2750
32,3,2751
33,3,2752
34,3,2753
35,3,2754
36,3,2755
37,3,2756
38,3,2757
39,3,2758
40,3,2759
41,3,2760
42,3,2761
43,3,2762
44,3,2763
45,3,2764
46,3,2765
47,3,2766
48,1,2767
49,3,2768
50,3,2769
51,3,2770
52,3,2771
53,3,2772
54,3,2773
55,3,2774
56,3,2775
57,3,2776
58,3,2777
59,3,2778
60,3,2779
61,3,2780
62,3,2781
63,3,2782
64,3,2783
65,3,2784
66,3,2785
67,3,2786
68,3,2787
69,1,2788
70,1,2789
71,1,2790
72,3,2791
73,3,2792
74,3,2793
75,3,2794
76,3,2795
77,3,2796
78,3,2797
79,3,2798
80,3,2799
81,3,2800
82,3,2801
83,3,2802
84,3,2803
85,3,2804
86,3,2805
87,3,2806
88,3,2807
89,3,2808
90,3,2809
91,3,2810
92,3,2811
93,3,2812
94,3,2813
95,3,2814
96,3,2815
97,3,2816
98,3,2817
99,3,2818
100,3,2819
101,3,2820
102,3,2821
103,3,2822
104,1,2823
105,3,2824
106,1,2825
107,1,2826
108,3,2827
109,1,2828
110,3,2829
111,1,2830
112,3,2831
113,3,2832
114,3,2833
115,3,2834
116,3,2835
117,3,2836
118,3,2837
119,3,2838
120,3,2839
121,3,2840
122,3,2841
123,3,2842
124,3,2843
125,3,2844
126,3,2845
127,3,2846
128,3,2847
129,3,2848
130,3,2849
131,3,2850
132,3,2851
133,3,2852
134,3,2853
135,3,2854
136,3,2855
137,3,2856
138,3,2857
139,3,2858
140,3,2859
141,3,2860
142,3,2861
143,3,2862
144,3,2863
145,3,2864
146,3,2865
147,3,2866
148,3,2867
149,3,2868
150,3,2869
151,3,2870
152,3,2871
153,3,2872
154,3,2873
155,3,2874
156,3,2875
157,3,2876
158,3,2877
159,3,2878
160,3,2879
161,3,2880
162,3,2881
163,3,2882
164,3,2883
165,3,2884
166,1,2885
167,3,2886
168,3,2887
169,3,2888
170,3,2889
171,3,2890
172,3,2891
173,3,2892
174,3,2893
175,3,2894
176,3,2895
177,3,2896
178,3,2897
179,3,2898
180,3,2899
181,1,2900
182,3,2901
183,1,2902
184,3,2903
185,3,2904
186,3,2905
187,3,2906
188,3,2907
189,3,2908
190,3,2909
191,3,2910
192,3,2911
193,3,2912
194,3,2913
195,3,2914
196,3,2915
197,3,2916
198,3,2917
199,3,2918
200,3,2919
201,3,2920
202,3,2921
203,3,2922
204,3,2923
205,3,2924
206,3,2925
207,3,2926
208,3,2927
209,3,2928
210,3,2929
211,3,2930
212,3,2931
213,3,2932
214,3,2933
215,3,2934
216,3,2935
217,3,2936
218,3,2937
219,3,2938
220,3,2939
221,3,2940
222,3,2941
223,3,2942
224,3,2943
225,3,2944
226,3,2945
227,3,2946
228,3,2947
229,3,2948
230,3,2949
231,3,2950
232,3,2951
233,3,2952
234,3,2953
235,3,2954
236,3,2955
237,3,2956
238,3,2957
239,3,2958
240,3,2959
241,3,2960
242,3,2961
243,3,2962
244,3,2963
245,3,2964
246,3,2965
247,3,2966
248,3,2967
249,3,2968
250,3,2969
251,3,2970
252,3,2971
253,3,2972
254,3,2973
255,3,2974
256,3,2975
257,3,2976
258,3,2977
259,3,2978
260,3,2979
261,3,2980
262,3,2981
263,3,2982
264,1,2983
265,3,2984
266,3,2985
267,3,2986
268,1,2987
269,3,2988
270,3,2989
271,3,2990
272,3,2991
273,3,2992
274,3,2993
275,3,2994
276,3,2995
277,3,2996
278,3,2997
279,3,2998
280,3,2999
281,1,3000
282,1,3001
283,1,3002
284,3,3003
285,3,3004
286,3,3005
287,1,3006
288,3,3007
289,3,3008
290,1,3009
291,1,3010
292,3,3011
293,3,3012
294,3,3013
295,3,3014
296,3,3015
297,3,3016
298,3,3017
299,3,3018
300,3,3019
301,3,3020
302,3,3021
303,3,3022
304,3,3023
305,3,3024
306,3,3025
307,3,3026
308,3,3027
309,3,3028
310,3,3029
311,1,3030
312,3,3031
313,3,3032
314,3,3033
315,3,3034
316,3,3035
317,3,3036
318,3,3037
319,3,3038
320,3,3039
321,3,3040
322,1,3041
323,3,3042
324,3,3043
325,3,3044
326,1,3045
327,3,3046
328,3,3047
329,3,3048
330,1,3049
331,3,3050
332,3,3051
333,3,3052
334,3,3053
335,3,3054
336,3,3055
337,1,3056
338,3,3057
339,1,3058
340,1,3059
341,1,3060
342,3,3061
343,1,3062
344,1,3063
345,1,3064
346,1,3065
347,1,3066
348,3,3067
349,3,3068
350,3,3069
351,3,3070
352,3,3071
353,3,3072
354,3,3073
355,3,3074
356,3,3075
357,3,3076
358,3,3077
359,3,3078
360,3,3079
361,3,3080
362,3,3081
363,3,3082
364,3,3083
365,3,3084
366,3,3085
367,3,3086
368,3,3087
369,3,3088
370,3,3089
371,3,3090
372,3,3091
373,3,3092
374,3,3093
375,3,3094
376,3,3095
377,3,3096
378,3,3097
379,3,3098
380,3,3099
381,3,3100
382,3,3101
383,3,3102
384,3,3103
385,3,3104
386,3,3105
387,3,3106
388,3,3107
389,3,3108
390,3,3109
391,3,3110
392,3,3111
393,3,3112
394,3,3113
395,3,3114
396,3,3115
397,3,3116
398,3,3117
399,3,3118
400,3,3119
401,3,3120
402,3,3121
403,3,3122
404,1,3123
405,1,3124
406,3,3125
407,3,3126
408,3,3127
409,3,3128
410,3,3129
411,1,3130
412,3,3131
413,3,3132
414,3,3133
415,3,3134
416,3,3135
417,3,3136
418,3,3137
419,3,3138
420,3,3139
421,3,3140
422,3,3141
423,3,3142
424,3,3143
425,3,3144
426,3,3145
427,3,3146
428,3,3147
429,3,3148
430,3,3149
431,3,3150
432,3,3151
433,3,3152
434,3,3153
435,3,3154
436,3,3155
437,3,3156
438,3,3157
439,3,3158
440,3,3159
441,3,3160
442,3,3161
443,3,3162
444,3,3163
445,3,3164
446,3,3165
447,3,3166
448,3,3167
449,3,3168
450,3,3169
451,3,3170
452,3,3171
453,3,3172
454,3,3173
455,3,3174
456,3,3175
457,3,3176
458,3,3177
459,3,3178
460,3,3179
461,3,3180
462,3,3181
463,3,3182
464,3,3183
465,3,3184
466,3,3185
467,3,3186
468,3,3187
469,3,3188
470,3,3189
471,3,3190
472,3,3191
473,3,3192
474,3,3193
475,3,3194
476,3,3195
477,3,3196
478,3,3197
479,3,3198
480,3,3199
481,3,3200
482,1,3201
483,3,3202
484,3,3203
485,3,3204
486,3,3205
487,3,3206
488,3,3207
489,3,3208
490,3,3209
491,3,3210
492,3,3211
493,3,3212
494,3,3213
495,3,3214
496,3,3215
497,3,3216
498,3,3217
499,3,3218
500,1,3219
501,3,3220
502,3,3221
503,3,3222
504,3,3223
505,3,3224
506,3,3225
507,1,3226
508,1,3227
509,3,3228
510,3,3229
511,3,3230
512,3,3231
513,3,3232
514,3,3233
515,3,3234
516,3,3235
517,3,3236
518,3,3237
519,3,3238
520,3,3239
521,3,3240
522,3,3241
523,3,3242
524,3,3243
525,3,3244
526,3,3245
527,3,3246
528,3,3247
529,3,3248
530,3,3249
531,3,3250
532,3,3251
533,3,3252
534,3,3253
535,3,3254
536,1,3255
537,3,3256
538,1,3257
539,1,3258
540,3,3259
541,3,3260
542,3,3261
543,3,3262
544,3,3263
545,3,3264
546,3,3265
547,1,3266
548,3,3267
549,3,3268
550,1,3269
551,1,3270
552,3,3271
553,3,3272
554,3,3273
555,3,3274
556,3,3275
557,3,3276
558,3,3277
559,3,3278
560,3,3279
561,1,3280
562,3,3281
563,3,3282
564,3,3283
565,3,3284
566,3,3285
567,3,3286
568,3,3287
569,3,3288
570,3,3289
571,3,3290
572,3,3291
573,3,3292
574,3,3293
575,3,3294
576,3,3295
577,3,3296
578,3,3297
579,3,3298
580,3,3299
581,3,3300
582,3,3301
583,3,3302
584,3,3303
585,3,3304
586,3,3305
587,3,3306
588,3,3307
589,3,3308
590,3,3309
591,1,3310
592,3,3311
593,1,3312
594,3,3313
595,3,3314
596,3,3315
597,3,3316
598,3,3317
599,3,3318
600,3,3319
601,3,3320
602,3,3321
603,3,3322
604,3,3323
605,3,3324
606,3,3325
607,3,3326
608,3,3327
609,3,3328
610,3,3329
611,3,3330
612,3,3331
613,3,3332
614,3,3333
615,3,3334
616,3,3335
617,3,3336
618,3,3337
619,3,3338
620,3,3339
621,3,3340
622,3,3341
623,3,3342
624,3,3343
625,3,3344
626,3,3345
627,3,3346
628,3,3347
629,3,3348
630,3,3349
631,3,3350
632,3,3351
633,3,3352
634,3,3353
635,3,3354
636,3,3355
637,3,3356
638,3,3357
639,3,3358
640,3,3359
641,1,3360
642,3,3361
643,3,3362
644,1,3363
645,3,3364
646,1,3365
647,1,3366
648,3,3367
649,1,3368
650,1,3369
651,1,3370
652,1,3371
653,1,3372
654,1,3373
655,1,3374
656,1,3375
657,1,3376
658,1,3377
659,1,3378
660,3,3379
661,1,3380
662,1,3381
663,1,3382
664,1,3383
665,1,3384
666,1,3385
667,1,3386
668,1,3387
669,1,3388
670,1,3389
671,1,3390
672,1,3391
673,1,3392
674,3,3393
675,1,3394
676,1,3395
677,3,3396
678,3,3397
679,3,3398
680,1,3399
681,3,3400
682,3,3401
683,1,3402
684,3,3403
685,1,3404
686,3,3405
687,1,3406
688,3,3407
689,3,3408
690,3,3409
691,1,3410
692,1,3411
693,1,3412
694,1,3413
695,1,3414
696,1,3415
697,1,3416
698,1,3417
699,3,3418
700,1,3419
701,1,3420
702,1,3421
703,3,3422
704,1,3423
705,3,3424
706,1,3425
707,1,3426
708,1,3427
709,1,3428
710,3,3429
711,3,3430
712,3,3431
713,3,3432
714,3,3433
715,3,3434
716,3,3435
717,3,3436
718,3,3437
719,3,3438
720,3,3439
721,3,3440
722,3,3441
723,3,3442
724,3,3443
725,3,3444
726,1,3445
727,1,3446
728,3,3447
729,3,3448
730,3,3449
731,2,3450
732,1,3451
733,3,3452
734,3,3453
735,3,3454
736,1,3455
737,1,3456
738,3,3457
739,2,3458
740,3,3459
741,2,3460
742,3,3461
743,3,3462
744,3,3463
745,3,3464
746,1,3465
747,3,3466
748,3,3467
749,3,3468
750,2,3469
751,3,3470
752,3,3471
753,3,3472
754,3,3473
755,3,3474
756,3,3475
757,3,3476
758,1,3477
759,1,3478
760,1,3479
761,3,3480
762,3,3481
763,3,3482
764,1,3483
765,3,3484
766,3,3485
767,1,3486
768,1,3487
769,3,3488
770,1,3489
771,3,3490
772,3,3491
773,3,3492
774,3,3493
775,3,3494
776,3,3495
777,3,3496
778,3,3497
779,3,3498
780,3,3499
781,3,3500
782,3,3501
783,3,3502
784,3,3503
785,3,3504
786,3,3505
787,3,3506
788,3,3507
789,3,3508
790,3,3509
791,3,3510
792,3,3511
793,3,3512
794,3,3513
795,3,3514
796,3,3515
797,3,3516
798,3,3517
799,3,3518
800,3,3519
801,1,3520
802,3,3521
803,3,3522
804,3,3523
805,3,3524
806,3,3525
807,3,3526
808,3,3527
809,3,3528
810,3,3529
811,3,3530
812,3,3531
813,3,3532
814,3,3533
815,3,3534
816,3,3535
817,3,3536
818,3,3537
819,3,3538
820,3,3539
821,3,3540
822,3,3541
823,3,3542
824,3,3543
825,3,3544
826,3,3545
827,3,3546
828,3,3547
829,3,3548
830,3,3549
831,3,3550
832,3,3551
833,3,3552
834,3,3553
835,3,3554
836,3,3555
837,3,3556
838,3,3557
839,3,3558
840,3,3559
841,3,3560
842,3,3561
843,3,3562
844,3,3563
845,3,3564
846,3,3565
847,3,3566
848,3,3567
849,3,3568
850,3,3569
851,3,3570
852,3,3571
853,3,3572
854,3,3573
855,3,3574
856,3,3575
857,3,3576
858,3,3577
859,3,3578
860,3,3579
861,3,3580
862,3,3581
863,3,3582
864,3,3583
865,3,3584
866,3,3585
867,3,3586
868,3,3587
869,3,3588
870,3,3589
871,3,3590
872,3,3591
873,3,3592
874,3,3593
875,3,3594
876,3,3595
877,3,3596
878,3,3597
879,3,3598
880,3,3599
881,3,3600
882,3,3601
883,3,3602
884,3,3603
885,3,3604
886,3,3605
887,3,3606
888,3,3607
889,3,3608
890,3,3609
891,3,3610
892,3,3611
893,3,3612
894,3,3613
895,3,3614
896,3,3615
897,3,3616
898,3,3617
899,3,3618
900,3,3619
901,3,3620
902,3,3621
903,3,3622
904,3,3623
905,3,3624
906,3,3625
907,3,3626
908,3,3627
909,3,3628
910,3,3629
911,3,3630
912,3,3631
913,3,3632
914,3,3633
915,3,3634
916,3,3635
917,3,3636
918,3,3637
919,3,3638
920,3,3639
921,3,3640
922,3,3641
923,3,3642
924,3,3643
925,3,3644
926,3,3645
927,3,3646
928,3,3647
929,3,3648
930,1,3649
931,3,3650
932,3,3651
933,3,3652
934,3,3653
935,3,3654
936,1,3655
